Gene_num,Gene_name,NodeType
2574,CSN2-METH,Gene-METH
2575,CSNK1A1-METH,Gene-METH
2576,CSNK1A1L-METH,Gene-METH
2577,CSNK1D-METH,Gene-METH
2578,CSNK1E-METH,Gene-METH
2579,CSNK1G1-METH,Gene-METH
2580,CSNK1G2-METH,Gene-METH
2581,CSNK1G3-METH,Gene-METH
2582,CSNK2A1-METH,Gene-METH
2583,CSNK2A2-METH,Gene-METH
2584,CSNK2A3-METH,Gene-METH
2585,CSNK2B-METH,Gene-METH
2586,CTBP1-METH,Gene-METH
2587,CTBP2-METH,Gene-METH
2588,CTF1-METH,Gene-METH
2589,CTLA4-METH,Gene-METH
2590,CTNNA1-METH,Gene-METH
2591,CTNNA2-METH,Gene-METH
2592,CTNNA3-METH,Gene-METH
2593,CTNNB1-METH,Gene-METH
2594,CTNNBIP1-METH,Gene-METH
2595,CTNND1-METH,Gene-METH
2596,CTNND2-METH,Gene-METH
2597,CTSB-METH,Gene-METH
2598,CTSD-METH,Gene-METH
2599,CUL1-METH,Gene-METH
2600,CUL3-METH,Gene-METH
2601,CX3CL1-METH,Gene-METH
2602,CX3CR1-METH,Gene-METH
2603,CXCL1-METH,Gene-METH
2604,CXCL10-METH,Gene-METH
2605,CXCL11-METH,Gene-METH
2606,CXCL12-METH,Gene-METH
2607,CXCL13-METH,Gene-METH
2608,CXCL14-METH,Gene-METH
2609,CXCL16-METH,Gene-METH
2610,CXCL2-METH,Gene-METH
2611,CXCL3-METH,Gene-METH
2612,CXCL5-METH,Gene-METH
2613,CXCL6-METH,Gene-METH
2614,CXCL8-METH,Gene-METH
2615,CXCL9-METH,Gene-METH
2616,CXCR1-METH,Gene-METH
2617,CXCR2-METH,Gene-METH
2618,CXCR3-METH,Gene-METH
2619,CXCR4-METH,Gene-METH
2620,CXCR5-METH,Gene-METH
2621,CXCR6-METH,Gene-METH
2622,CXXC4-METH,Gene-METH
2623,CYBA-METH,Gene-METH
2624,CYBB-METH,Gene-METH
2625,CYCS-METH,Gene-METH
2626,CYLD-METH,Gene-METH
2627,CYP17A1-METH,Gene-METH
2628,CYP27A1-METH,Gene-METH
2629,CYP7A1-METH,Gene-METH
2630,CYP8B1-METH,Gene-METH
2631,CYSLTR1-METH,Gene-METH
2632,CYSLTR2-METH,Gene-METH
2633,CYTH1-METH,Gene-METH
2634,CYTH2-METH,Gene-METH
2635,CYTH3-METH,Gene-METH
2636,CYTH4-METH,Gene-METH
2637,DAAM1-METH,Gene-METH
2638,DAAM2-METH,Gene-METH
2639,DAB2IP-METH,Gene-METH
2640,DAPP1-METH,Gene-METH
2641,DAXX-METH,Gene-METH
2642,DBI-METH,Gene-METH
2643,DCHS1-METH,Gene-METH
2644,DCHS2-METH,Gene-METH
2645,DCN-METH,Gene-METH
2646,DDB2-METH,Gene-METH
2647,DDIT3-METH,Gene-METH
2648,DDIT4-METH,Gene-METH
2649,DDX3X-METH,Gene-METH
2650,DEFB4A-METH,Gene-METH
2651,DEFB4B-METH,Gene-METH
2652,DEPDC5-METH,Gene-METH
2653,DEPTOR-METH,Gene-METH
2654,DHH-METH,Gene-METH
2655,DHX33-METH,Gene-METH
2656,DHX58-METH,Gene-METH
2657,DIAPH1-METH,Gene-METH
2658,DISP1-METH,Gene-METH
2659,DKK1-METH,Gene-METH
2660,DKK2-METH,Gene-METH
2661,DKK4-METH,Gene-METH
2662,DLG1-METH,Gene-METH
2663,DLG2-METH,Gene-METH
2664,DLG3-METH,Gene-METH
2665,DLG4-METH,Gene-METH
2666,DLG5-METH,Gene-METH
2667,DLL1-METH,Gene-METH
2668,DLL3-METH,Gene-METH
2669,DLL4-METH,Gene-METH
2670,DNM1L-METH,Gene-METH
2671,DOCK2-METH,Gene-METH
2672,DOCK4-METH,Gene-METH
2673,DRD1-METH,Gene-METH
2674,DRD2-METH,Gene-METH
2675,DRD5-METH,Gene-METH
2676,DTX1-METH,Gene-METH
2677,DTX2-METH,Gene-METH
2678,DTX3-METH,Gene-METH
2679,DTX3L-METH,Gene-METH
2680,DTX4-METH,Gene-METH
2681,DUSP1-METH,Gene-METH
2682,DUSP10-METH,Gene-METH
2683,DUSP16-METH,Gene-METH
2684,DUSP2-METH,Gene-METH
2685,DUSP3-METH,Gene-METH
2686,DUSP4-METH,Gene-METH
2687,DUSP5-METH,Gene-METH
2688,DUSP6-METH,Gene-METH
2689,DUSP7-METH,Gene-METH
2690,DUSP8-METH,Gene-METH
2691,DUSP9-METH,Gene-METH
2692,DVL1-METH,Gene-METH
2693,DVL2-METH,Gene-METH
2694,DVL3-METH,Gene-METH
2695,E2F4-METH,Gene-METH
2696,E2F5-METH,Gene-METH
2697,EBAG9-METH,Gene-METH
2698,ECSIT-METH,Gene-METH
2699,EDA-METH,Gene-METH
2700,EDA2R-METH,Gene-METH
2701,EDAR-METH,Gene-METH
2702,EDARADD-METH,Gene-METH
2703,EDN1-METH,Gene-METH
2704,EDN2-METH,Gene-METH
2705,EDN3-METH,Gene-METH
2706,EDNRA-METH,Gene-METH
2707,EDNRB-METH,Gene-METH
2708,EEF2-METH,Gene-METH
2709,EEF2K-METH,Gene-METH
2710,EFCAB7-METH,Gene-METH
2711,EFNA1-METH,Gene-METH
2712,EFNA2-METH,Gene-METH
2713,EFNA3-METH,Gene-METH
2714,EFNA4-METH,Gene-METH
2715,EFNA5-METH,Gene-METH
2716,EGF-METH,Gene-METH
2717,EGFR-METH,Gene-METH
2718,EGLN1-METH,Gene-METH
2719,EGLN2-METH,Gene-METH
2720,EGLN3-METH,Gene-METH
2721,EGR1-METH,Gene-METH
2722,EGR2-METH,Gene-METH
2723,EGR3-METH,Gene-METH
2724,EHHADH-METH,Gene-METH
2725,EI24-METH,Gene-METH
2726,EIF4B-METH,Gene-METH
2727,EIF4E-METH,Gene-METH
2728,EIF4E1B-METH,Gene-METH
2729,EIF4E2-METH,Gene-METH
2730,EIF4EBP1-METH,Gene-METH
2731,ELAVL1-METH,Gene-METH
2732,ELF5-METH,Gene-METH
2733,ELK1-METH,Gene-METH
2734,ELK4-METH,Gene-METH
2735,ELMO1-METH,Gene-METH
2736,ELOB-METH,Gene-METH
2737,ELOC-METH,Gene-METH
2738,ENAH-METH,Gene-METH
2739,ENO1-METH,Gene-METH
2740,ENO2-METH,Gene-METH
2741,ENO3-METH,Gene-METH
2742,ENO4-METH,Gene-METH
2743,EP300-METH,Gene-METH
2744,EPHA2-METH,Gene-METH
2745,EPO-METH,Gene-METH
2746,EPOR-METH,Gene-METH
2747,ERBB2-METH,Gene-METH
2748,ERBB3-METH,Gene-METH
2749,ERBB4-METH,Gene-METH
2750,ERBIN-METH,Gene-METH
2751,EREG-METH,Gene-METH
2752,ESR1-METH,Gene-METH
2753,ESR2-METH,Gene-METH
2754,ESRRB-METH,Gene-METH
2755,ETS1-METH,Gene-METH
2756,ETS2-METH,Gene-METH
2757,EVC-METH,Gene-METH
2758,EVC2-METH,Gene-METH
2759,EVL-METH,Gene-METH
2760,EXOC2-METH,Gene-METH
2761,EXOC7-METH,Gene-METH
2762,F2-METH,Gene-METH
2763,F2R-METH,Gene-METH
2764,F2RL3-METH,Gene-METH
2765,F3-METH,Gene-METH
2766,FABP1-METH,Gene-METH
2767,FABP3-METH,Gene-METH
2768,FABP4-METH,Gene-METH
2769,FADD-METH,Gene-METH
2770,FADS2-METH,Gene-METH
2771,FARP2-METH,Gene-METH
2772,FAS-METH,Gene-METH
2773,FASLG-METH,Gene-METH
2774,FASN-METH,Gene-METH
2775,FAT4-METH,Gene-METH
2776,FBP1-METH,Gene-METH
2777,FBP2-METH,Gene-METH
2778,FBXO25-METH,Gene-METH
2779,FBXO32-METH,Gene-METH
2780,FBXW11-METH,Gene-METH
2781,FCER1A-METH,Gene-METH
2782,FCER1G-METH,Gene-METH
2783,FCGR2B-METH,Gene-METH
2784,FFAR2-METH,Gene-METH
2785,FGF1-METH,Gene-METH
2786,FGF10-METH,Gene-METH
2787,FGF16-METH,Gene-METH
2788,FGF17-METH,Gene-METH
2789,FGF18-METH,Gene-METH
2790,FGF19-METH,Gene-METH
2791,FGF2-METH,Gene-METH
2792,FGF20-METH,Gene-METH
2793,FGF21-METH,Gene-METH
2794,FGF22-METH,Gene-METH
2795,FGF23-METH,Gene-METH
2796,FGF3-METH,Gene-METH
2797,FGF4-METH,Gene-METH
2798,FGF5-METH,Gene-METH
2799,FGF6-METH,Gene-METH
2800,FGF7-METH,Gene-METH
2801,FGF8-METH,Gene-METH
2802,FGF9-METH,Gene-METH
2803,FGFR1-METH,Gene-METH
2804,FGFR2-METH,Gene-METH
2805,FGFR3-METH,Gene-METH
2806,FGFR4-METH,Gene-METH
2807,FGR-METH,Gene-METH
2808,FHL1-METH,Gene-METH
2809,FLCN-METH,Gene-METH
2810,FLNA-METH,Gene-METH
2811,FLNB-METH,Gene-METH
2812,FLNC-METH,Gene-METH
2813,FLOT1-METH,Gene-METH
2814,FLOT2-METH,Gene-METH
2815,FLT1-METH,Gene-METH
2816,FLT3-METH,Gene-METH
2817,FLT3LG-METH,Gene-METH
2818,FLT4-METH,Gene-METH
2819,FMOD-METH,Gene-METH
2820,FN1-METH,Gene-METH
2821,FNIP1-METH,Gene-METH
2822,FNIP2-METH,Gene-METH
2823,FOS-METH,Gene-METH
2824,FOSB-METH,Gene-METH
2825,FOSL1-METH,Gene-METH
2826,FOXO1-METH,Gene-METH
2827,FOXO3-METH,Gene-METH
2828,FOXO4-METH,Gene-METH
2829,FOXO6-METH,Gene-METH
2830,FPR1-METH,Gene-METH
2831,FRAT1-METH,Gene-METH
2832,FRAT2-METH,Gene-METH
2833,FRMD1-METH,Gene-METH
2834,FRMD6-METH,Gene-METH
2835,FRS2-METH,Gene-METH
2836,FSHB-METH,Gene-METH
2837,FSHR-METH,Gene-METH
2838,FST-METH,Gene-METH
2839,FXYD1-METH,Gene-METH
2840,FXYD2-METH,Gene-METH
2841,FYB1-METH,Gene-METH
2842,FYN-METH,Gene-METH
2843,FZD1-METH,Gene-METH
2844,FZD10-METH,Gene-METH
2845,FZD2-METH,Gene-METH
2846,FZD3-METH,Gene-METH
2847,FZD4-METH,Gene-METH
2848,FZD5-METH,Gene-METH
2849,FZD6-METH,Gene-METH
2850,FZD7-METH,Gene-METH
2851,FZD8-METH,Gene-METH
2852,FZD9-METH,Gene-METH
2853,G6PC1-METH,Gene-METH
2854,G6PC2-METH,Gene-METH
2855,G6PC3-METH,Gene-METH
2856,GAB1-METH,Gene-METH
2857,GAB2-METH,Gene-METH
2858,GABARAP-METH,Gene-METH
2859,GABARAPL1-METH,Gene-METH
2860,GABARAPL2-METH,Gene-METH
2861,GABBR1-METH,Gene-METH
2862,GABBR2-METH,Gene-METH
2863,GADD45A-METH,Gene-METH
2864,GADD45B-METH,Gene-METH
2865,GADD45G-METH,Gene-METH
2866,GALT-METH,Gene-METH
2867,GAPDH-METH,Gene-METH
2868,GAS1-METH,Gene-METH
2869,GATA4-METH,Gene-METH
2870,GCG-METH,Gene-METH
2871,GCGR-METH,Gene-METH
2872,GCK-METH,Gene-METH
2873,GDF5-METH,Gene-METH
2874,GDF6-METH,Gene-METH
2875,GDF7-METH,Gene-METH
2876,GDNF-METH,Gene-METH
2877,GFAP-METH,Gene-METH
2878,GH1-METH,Gene-METH
2879,GH2-METH,Gene-METH
2880,GHR-METH,Gene-METH
2881,GHRL-METH,Gene-METH
2882,GHSR-METH,Gene-METH
2883,GIP-METH,Gene-METH
2884,GIPR-METH,Gene-METH
2885,GK-METH,Gene-METH
2886,GK2-METH,Gene-METH
2887,GLI1-METH,Gene-METH
2888,GLI2-METH,Gene-METH
2889,GLI3-METH,Gene-METH
2890,GLP1R-METH,Gene-METH
2891,GNA11-METH,Gene-METH
2892,GNA12-METH,Gene-METH
2893,GNA13-METH,Gene-METH
2894,GNA14-METH,Gene-METH
2895,GNA15-METH,Gene-METH
2896,GNAI1-METH,Gene-METH
2897,GNAI2-METH,Gene-METH
2898,GNAI3-METH,Gene-METH
2899,GNAL-METH,Gene-METH
2900,GNAO1-METH,Gene-METH
2901,GNAQ-METH,Gene-METH
2902,GNAS-METH,Gene-METH
2903,GNB1-METH,Gene-METH
2904,GNB2-METH,Gene-METH
2905,GNB3-METH,Gene-METH
2906,GNB4-METH,Gene-METH
2907,GNB5-METH,Gene-METH
2908,GNG10-METH,Gene-METH
2909,GNG11-METH,Gene-METH
2910,GNG12-METH,Gene-METH
2911,GNG13-METH,Gene-METH
2912,GNG2-METH,Gene-METH
2913,GNG3-METH,Gene-METH
2914,GNG4-METH,Gene-METH
2915,GNG5-METH,Gene-METH
2916,GNG7-METH,Gene-METH
2917,GNG8-METH,Gene-METH
2918,GNGT1-METH,Gene-METH
2919,GNGT2-METH,Gene-METH
2920,GNRH1-METH,Gene-METH
2921,GNRH2-METH,Gene-METH
2922,GNRHR-METH,Gene-METH
2923,GPC4-METH,Gene-METH
2924,GPER1-METH,Gene-METH
2925,GPR119-METH,Gene-METH
2926,GPR161-METH,Gene-METH
2927,GPRC6A-METH,Gene-METH
2928,GRAP2-METH,Gene-METH
2929,GRB10-METH,Gene-METH
2930,GRB2-METH,Gene-METH
2931,GREM1-METH,Gene-METH
2932,GREM2-METH,Gene-METH
2933,GRIA1-METH,Gene-METH
2934,GRIA2-METH,Gene-METH
2935,GRIA3-METH,Gene-METH
2936,GRIA4-METH,Gene-METH
2937,GRIN1-METH,Gene-METH
2938,GRIN2A-METH,Gene-METH
2939,GRIN2B-METH,Gene-METH
2940,GRIN2C-METH,Gene-METH
2941,GRIN2D-METH,Gene-METH
2942,GRIN3A-METH,Gene-METH
2943,GRIN3B-METH,Gene-METH
2944,GRK1-METH,Gene-METH
2945,GRK2-METH,Gene-METH
2946,GRK3-METH,Gene-METH
2947,GRK4-METH,Gene-METH
2948,GRK5-METH,Gene-METH
2949,GRK6-METH,Gene-METH
2950,GRK7-METH,Gene-METH
2951,GRM1-METH,Gene-METH
2952,GRM2-METH,Gene-METH
2953,GRM3-METH,Gene-METH
2954,GRM4-METH,Gene-METH
2955,GRM5-METH,Gene-METH
2956,GRM6-METH,Gene-METH
2957,GRM7-METH,Gene-METH
2958,GRM8-METH,Gene-METH
2959,GRPR-METH,Gene-METH
2960,GSDMD-METH,Gene-METH
2961,GSK3A-METH,Gene-METH
2962,GSK3B-METH,Gene-METH
2963,GTF2I-METH,Gene-METH
2964,GTF2IRD1-METH,Gene-METH
2965,GTSE1-METH,Gene-METH
2966,GUCY1A1-METH,Gene-METH
2967,GUCY1A2-METH,Gene-METH
2968,GUCY1B1-METH,Gene-METH
2969,GYS1-METH,Gene-METH
2970,GYS2-METH,Gene-METH
2971,HAMP-METH,Gene-METH
2972,HBEGF-METH,Gene-METH
2973,HCAR1-METH,Gene-METH
2974,HCAR2-METH,Gene-METH
2975,HCAR3-METH,Gene-METH
2976,HCK-METH,Gene-METH
2977,HCN2-METH,Gene-METH
2978,HCN4-METH,Gene-METH
2979,HDAC1-METH,Gene-METH
2980,HDAC2-METH,Gene-METH
2981,HDAC3-METH,Gene-METH
2982,HDAC4-METH,Gene-METH
2983,HDAC5-METH,Gene-METH
2984,HES1-METH,Gene-METH
2985,HES5-METH,Gene-METH
2986,HEY1-METH,Gene-METH
2987,HEY2-METH,Gene-METH
2988,HEYL-METH,Gene-METH
2989,HGF-METH,Gene-METH
2990,HHAT-METH,Gene-METH
2991,HHATL-METH,Gene-METH
2992,HHIP-METH,Gene-METH
2993,HIF1A-METH,Gene-METH
2994,HJV-METH,Gene-METH
2995,HK1-METH,Gene-METH
2996,HK2-METH,Gene-METH
2997,HK3-METH,Gene-METH
2998,HKDC1-METH,Gene-METH
2999,HMGCR-METH,Gene-METH
3000,HMGCS1-METH,Gene-METH
3001,HMGCS2-METH,Gene-METH
3002,HMOX1-METH,Gene-METH
3003,HNF4A-METH,Gene-METH
3004,HOMER1-METH,Gene-METH
3005,HOMER2-METH,Gene-METH
3006,HOMER3-METH,Gene-METH
3007,HRAS-METH,Gene-METH
3008,HRC-METH,Gene-METH
3009,HRH1-METH,Gene-METH
3010,HRH2-METH,Gene-METH
3011,HSP90AA1-METH,Gene-METH
3012,HSP90AB1-METH,Gene-METH
3013,HSP90B1-METH,Gene-METH
3014,HSPA1A-METH,Gene-METH
3015,HSPA1B-METH,Gene-METH
3016,HSPA1L-METH,Gene-METH
3017,HSPA2-METH,Gene-METH
3018,HSPA6-METH,Gene-METH
3019,HSPA8-METH,Gene-METH
3020,HSPB1-METH,Gene-METH
3021,HTR1A-METH,Gene-METH
3022,HTR1B-METH,Gene-METH
3023,HTR1D-METH,Gene-METH
3024,HTR1E-METH,Gene-METH
3025,HTR1F-METH,Gene-METH
3026,HTR2A-METH,Gene-METH
3027,HTR2B-METH,Gene-METH
3028,HTR2C-METH,Gene-METH
3029,HTR4-METH,Gene-METH
3030,HTR5A-METH,Gene-METH
3031,HTR6-METH,Gene-METH
3032,HTR7-METH,Gene-METH
3033,IBSP-METH,Gene-METH
3034,ICAM1-METH,Gene-METH
3035,ICOS-METH,Gene-METH
3036,ID1-METH,Gene-METH
3037,ID2-METH,Gene-METH
3038,ID3-METH,Gene-METH
3039,ID4-METH,Gene-METH
3040,IFI16-METH,Gene-METH
3041,IFIH1-METH,Gene-METH
3042,IFNA1-METH,Gene-METH
3043,IFNA10-METH,Gene-METH
3044,IFNA13-METH,Gene-METH
3045,IFNA14-METH,Gene-METH
3046,IFNA16-METH,Gene-METH
3047,IFNA17-METH,Gene-METH
3048,IFNA2-METH,Gene-METH
3049,IFNA21-METH,Gene-METH
3050,IFNA4-METH,Gene-METH
3051,IFNA5-METH,Gene-METH
3052,IFNA6-METH,Gene-METH
3053,IFNA7-METH,Gene-METH
3054,IFNA8-METH,Gene-METH
3055,IFNAR1-METH,Gene-METH
3056,IFNAR2-METH,Gene-METH
3057,IFNB1-METH,Gene-METH
3058,IFNE-METH,Gene-METH
3059,IFNG-METH,Gene-METH
3060,IFNGR1-METH,Gene-METH
3061,IFNGR2-METH,Gene-METH
3062,IFNK-METH,Gene-METH
3063,IFNL1-METH,Gene-METH
3064,IFNL2-METH,Gene-METH
3065,IFNL3-METH,Gene-METH
3066,IFNLR1-METH,Gene-METH
3067,IFNW1-METH,Gene-METH
3068,IGF1-METH,Gene-METH
3069,IGF1R-METH,Gene-METH
3070,IGF2-METH,Gene-METH
3071,IGFBP3-METH,Gene-METH
3072,IHH-METH,Gene-METH
3073,IKBKB-METH,Gene-METH
3074,IKBKE-METH,Gene-METH
3075,IKBKG-METH,Gene-METH
3076,IL10-METH,Gene-METH
3077,IL10RA-METH,Gene-METH
3078,IL10RB-METH,Gene-METH
3079,IL11-METH,Gene-METH
3080,IL11RA-METH,Gene-METH
3081,IL12A-METH,Gene-METH
3082,IL12B-METH,Gene-METH
3083,IL12RB1-METH,Gene-METH
3084,IL12RB2-METH,Gene-METH
3085,IL13-METH,Gene-METH
3086,IL13RA1-METH,Gene-METH
3087,IL13RA2-METH,Gene-METH
3088,IL15-METH,Gene-METH
3089,IL15RA-METH,Gene-METH
3090,IL17A-METH,Gene-METH
3091,IL17B-METH,Gene-METH
3092,IL17C-METH,Gene-METH
3093,IL17D-METH,Gene-METH
3094,IL17F-METH,Gene-METH
3095,IL17RA-METH,Gene-METH
3096,IL17RB-METH,Gene-METH
3097,IL17RC-METH,Gene-METH
3098,IL17RE-METH,Gene-METH
3099,IL18-METH,Gene-METH
3100,IL19-METH,Gene-METH
3101,IL1A-METH,Gene-METH
3102,IL1B-METH,Gene-METH
3103,IL1R1-METH,Gene-METH
3104,IL1RAP-METH,Gene-METH
3105,IL2-METH,Gene-METH
3106,IL20-METH,Gene-METH
3107,IL20RA-METH,Gene-METH
3108,IL20RB-METH,Gene-METH
3109,IL21-METH,Gene-METH
3110,IL21R-METH,Gene-METH
3111,IL22-METH,Gene-METH
3112,IL22RA1-METH,Gene-METH
3113,IL22RA2-METH,Gene-METH
3114,IL23A-METH,Gene-METH
3115,IL23R-METH,Gene-METH
3116,IL24-METH,Gene-METH
3117,IL25-METH,Gene-METH
3118,IL27RA-METH,Gene-METH
3119,IL2RA-METH,Gene-METH
3120,IL2RB-METH,Gene-METH
3121,IL2RG-METH,Gene-METH
3122,IL3-METH,Gene-METH
3123,IL3RA-METH,Gene-METH
3124,IL4-METH,Gene-METH
3125,IL4R-METH,Gene-METH
3126,IL5-METH,Gene-METH
3127,IL5RA-METH,Gene-METH
3128,IL6-METH,Gene-METH
3129,IL6R-METH,Gene-METH
3130,IL6ST-METH,Gene-METH
3131,IL7-METH,Gene-METH
3132,IL7R-METH,Gene-METH
3133,IL9-METH,Gene-METH
3134,IL9R-METH,Gene-METH
3135,ILK-METH,Gene-METH
3136,INHBA-METH,Gene-METH
3137,INHBB-METH,Gene-METH
3138,INHBC-METH,Gene-METH
3139,INHBE-METH,Gene-METH
3140,INPP5A-METH,Gene-METH
3141,INPP5D-METH,Gene-METH
3142,INPPL1-METH,Gene-METH
3143,INS-METH,Gene-METH
3144,INSL3-METH,Gene-METH
3145,INSL5-METH,Gene-METH
3146,INSR-METH,Gene-METH
3147,INVS-METH,Gene-METH
3148,IQCE-METH,Gene-METH
3149,IRAG1-METH,Gene-METH
3150,IRAK1-METH,Gene-METH
3151,IRAK2-METH,Gene-METH
3152,IRAK3-METH,Gene-METH
3153,IRAK4-METH,Gene-METH
3154,IRF1-METH,Gene-METH
3155,IRF3-METH,Gene-METH
3156,IRF5-METH,Gene-METH
3157,IRF7-METH,Gene-METH
3158,IRF9-METH,Gene-METH
3159,IRS1-METH,Gene-METH
3160,IRS2-METH,Gene-METH
3161,IRS4-METH,Gene-METH
3162,ISG15-METH,Gene-METH
3163,ITCH-METH,Gene-METH
3164,ITGA1-METH,Gene-METH
3165,ITGA10-METH,Gene-METH
3166,ITGA11-METH,Gene-METH
3167,ITGA2-METH,Gene-METH
3168,ITGA2B-METH,Gene-METH
3169,ITGA3-METH,Gene-METH
3170,ITGA4-METH,Gene-METH
3171,ITGA5-METH,Gene-METH
3172,ITGA6-METH,Gene-METH
3173,ITGA7-METH,Gene-METH
3174,ITGA8-METH,Gene-METH
3175,ITGA9-METH,Gene-METH
3176,ITGAL-METH,Gene-METH
3177,ITGAM-METH,Gene-METH
3178,ITGAV-METH,Gene-METH
3179,ITGB1-METH,Gene-METH
3180,ITGB2-METH,Gene-METH
3181,ITGB3-METH,Gene-METH
3182,ITGB4-METH,Gene-METH
3183,ITGB5-METH,Gene-METH
3184,ITGB6-METH,Gene-METH
3185,ITGB7-METH,Gene-METH
3186,ITGB8-METH,Gene-METH
3187,ITK-METH,Gene-METH
3188,ITPKA-METH,Gene-METH
3189,ITPKB-METH,Gene-METH
3190,ITPKC-METH,Gene-METH
3191,ITPR1-METH,Gene-METH
3192,ITPR2-METH,Gene-METH
3193,ITPR3-METH,Gene-METH
3194,JAG1-METH,Gene-METH
3195,JAG2-METH,Gene-METH
3196,JAK1-METH,Gene-METH
3197,JAK2-METH,Gene-METH
3198,JAK3-METH,Gene-METH
3199,JMJD7-PLA2G4B-METH,Gene-METH
3200,JUN-METH,Gene-METH
3201,JUND-METH,Gene-METH
3202,KAT2A-METH,Gene-METH
3203,KAT2B-METH,Gene-METH
3204,KCNJ12-METH,Gene-METH
3205,KCNJ14-METH,Gene-METH
3206,KCNJ18-METH,Gene-METH
3207,KCNJ2-METH,Gene-METH
3208,KCNJ3-METH,Gene-METH
3209,KCNJ4-METH,Gene-METH
3210,KCNJ5-METH,Gene-METH
3211,KCNJ6-METH,Gene-METH
3212,KCNJ8-METH,Gene-METH
3213,KCNJ9-METH,Gene-METH
3214,KCNMA1-METH,Gene-METH
3215,KCNMB1-METH,Gene-METH
3216,KCNMB2-METH,Gene-METH
3217,KCNMB3-METH,Gene-METH
3218,KCNMB4-METH,Gene-METH
3219,KCNU1-METH,Gene-METH
3220,KDR-METH,Gene-METH
3221,KIDINS220-METH,Gene-METH
3222,KIF3A-METH,Gene-METH
3223,KIF7-METH,Gene-METH
3224,KIT-METH,Gene-METH
3225,KITLG-METH,Gene-METH
3226,KLF2-METH,Gene-METH
3227,KLF4-METH,Gene-METH
3228,KNG1-METH,Gene-METH
3229,KRAS-METH,Gene-METH
3230,KRIT1-METH,Gene-METH
3231,KRT10-METH,Gene-METH
3232,KRT12-METH,Gene-METH
3233,KRT13-METH,Gene-METH
3234,KRT14-METH,Gene-METH
3235,KRT15-METH,Gene-METH
3236,KRT16-METH,Gene-METH
3237,KRT17-METH,Gene-METH
3238,KRT18-METH,Gene-METH
3239,KRT19-METH,Gene-METH
3240,KRT20-METH,Gene-METH
3241,KRT23-METH,Gene-METH
3242,KRT24-METH,Gene-METH
3243,KRT25-METH,Gene-METH
3244,KRT26-METH,Gene-METH
3245,KRT27-METH,Gene-METH
3246,KRT28-METH,Gene-METH
3247,KRT31-METH,Gene-METH
3248,KRT32-METH,Gene-METH
3249,KRT33A-METH,Gene-METH
3250,KRT33B-METH,Gene-METH
3251,KRT34-METH,Gene-METH
3252,KRT35-METH,Gene-METH
3253,KRT36-METH,Gene-METH
3254,KRT37-METH,Gene-METH
3255,KRT38-METH,Gene-METH
3256,KRT39-METH,Gene-METH
3257,KRT40-METH,Gene-METH
3258,KRT9-METH,Gene-METH
3259,KSR1-METH,Gene-METH
3260,KSR2-METH,Gene-METH
3261,LAMA1-METH,Gene-METH
3262,LAMA2-METH,Gene-METH
3263,LAMA3-METH,Gene-METH
3264,LAMA4-METH,Gene-METH
3265,LAMA5-METH,Gene-METH
3266,LAMB1-METH,Gene-METH
3267,LAMB2-METH,Gene-METH
3268,LAMB3-METH,Gene-METH
3269,LAMB4-METH,Gene-METH
3270,LAMC1-METH,Gene-METH
3271,LAMC2-METH,Gene-METH
3272,LAMC3-METH,Gene-METH
3273,LAMTOR1-METH,Gene-METH
3274,LAMTOR2-METH,Gene-METH
3275,LAMTOR3-METH,Gene-METH
3276,LAMTOR4-METH,Gene-METH
3277,LAMTOR5-METH,Gene-METH
3278,LAT-METH,Gene-METH
3279,LATS1-METH,Gene-METH
3280,LATS2-METH,Gene-METH
3281,LCK-METH,Gene-METH
3282,LCN2-METH,Gene-METH
3283,LCP2-METH,Gene-METH
3284,LDHA-METH,Gene-METH
3285,LDHAL6A-METH,Gene-METH
3286,LDHAL6B-METH,Gene-METH
3287,LDHB-METH,Gene-METH
3288,LDHC-METH,Gene-METH
3289,LEF1-METH,Gene-METH
3290,LEFTY1-METH,Gene-METH
3291,LEFTY2-METH,Gene-METH
3292,LEP-METH,Gene-METH
3293,LEPR-METH,Gene-METH
3294,LFNG-METH,Gene-METH
3295,LGR4-METH,Gene-METH
3296,LGR5-METH,Gene-METH
3297,LGR6-METH,Gene-METH
3298,LHB-METH,Gene-METH
3299,LHCGR-METH,Gene-METH
3300,LIF-METH,Gene-METH
3301,LIFR-METH,Gene-METH
3302,LILRA1-METH,Gene-METH
3303,LILRA2-METH,Gene-METH
3304,LILRA4-METH,Gene-METH
3305,LILRA5-METH,Gene-METH
3306,LILRA6-METH,Gene-METH
3307,LILRB1-METH,Gene-METH
3308,LILRB2-METH,Gene-METH
3309,LILRB3-METH,Gene-METH
3310,LILRB4-METH,Gene-METH
3311,LILRB5-METH,Gene-METH
3312,LIMD1-METH,Gene-METH
3313,LIPE-METH,Gene-METH
3314,LLGL1-METH,Gene-METH
3315,LLGL2-METH,Gene-METH
3316,LPAR1-METH,Gene-METH
3317,LPAR2-METH,Gene-METH
3318,LPAR3-METH,Gene-METH
3319,LPAR4-METH,Gene-METH
3320,LPAR5-METH,Gene-METH
3321,LPAR6-METH,Gene-METH
3322,LPIN1-METH,Gene-METH
3323,LPIN2-METH,Gene-METH
3324,LPIN3-METH,Gene-METH
3325,LPL-METH,Gene-METH
